Country;National Flag: ;Area: ;Population: ;Iso: ;Capital: ;Continent: ;Tld: ;Currency Code: ;Currency Name: ;Phone: ;Postal Code Format: ;Postal Code Regex: ;Languages: ;Neighbours: ;Timestamp
Zimbabwe;/places/static/images/flags/zw.png;390,580 square kilometres;11,651,858;ZW;Harare;AF;.zw;ZWL;Dollar;263;;;en-ZW,sn,nr,nd;ZA MZ BW ZM ;06/09/2022 23:00:26
